recordId,academicYear,title,type,status,ucas,requirements,summary,info,entryRequirementsUrl,url,lastReviewed
2026-pharmacy-FY,2026,Pharmacy with Foundation Year,Foundation year,Full,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/pharmacy/#foundationyear,2026-06-22
2026-V501-UG,2026,Philosophy,Undergraduate,Vacancies,V501,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophy/,2026-06-22
2026-V5X3-UG,2026,Philosophy and Education,Undergraduate,Vacancies,V5X3,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophyandeducation/,2026-06-22
2026-philosophyandeducation-FY,2026,Philosophy and Education with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophyandeducation/#foundationyear,2026-06-22
2026-L2V5-UG,2026,Philosophy and Politics,Undergraduate,Vacancies,L2V5,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophyandpolitics/,2026-06-22
2026-philosophyandpolitics-FY,2026,Philosophy and Politics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophyandpolitics/#foundationyear,2026-06-22
2026-philosophy-FY,2026,Philosophy with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophy/#foundationyear,2026-06-22
2026-LV50-UG,2026,"Philosophy, Politics and Economics",Undergraduate,Vacancies,LV50,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophypoliticsandeconomics/,2026-06-22
2026-philosophypoliticsandeconomics-FY,2026,"Philosophy, Politics and Economics with Foundation Year",Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/philosophypoliticsandeconomics/#foundationyear,2026-06-22
2026-F300-UG,2026,Physics,Undergraduate,Vacancies,F300,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physics/,2026-06-22
2026-F3G4-UG,2026,Physics with Artificial Intelligence,Undergraduate,Vacancies,F3G4,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithartificialintelligence/,2026-06-22
2026-physicswithartificialintelligence-FY,2026,Physics with Artificial Intelligence with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithartificialintelligence/#foundationyear,2026-06-22
2026-F301-UG,2026,Physics with Astrophysics,Undergraduate,Vacancies,F301,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithastrophysics/,2026-06-22
2026-physicswithastrophysics-FY,2026,Physics with Astrophysics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithastrophysics/#foundationyear,2026-06-22
2026-physics-FY,2026,Physics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physics/#foundationyear,2026-06-22
2026-F3G1-UG,2026,Physics with Mathematics,Undergraduate,Vacancies,F3G1,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithmathematics/,2026-06-22
2026-physicswithmathematics-FY,2026,Physics with Mathematics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithmathematics/#foundationyear,2026-06-22
2026-FH32-UG,2026,Physics with Renewable Energy,Undergraduate,Vacancies,FH32,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithrenewableenergy/,2026-06-22
2026-physicswithrenewableenergy-FY,2026,Physics with Renewable Energy with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physicswithrenewableenergy/#foundationyear,2026-06-22
2026-B160-UG,2026,Physiotherapy,Undergraduate,Full,B160,See entry requirements,MSci,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physiotherapy/,2026-06-22
2026-physiotherapy-FY,2026,Physiotherapy with Foundation Year,Foundation year,Full,,96 UCAS tariff points,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/physiotherapy/#foundationyear,2026-06-22
2026-L200-UG,2026,Politics,Undergraduate,Vacancies,L200,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politics/,2026-06-22
2026-L521-UG,2026,Politics and International Relations,Undergraduate,Vacancies,L521,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicsandinternationalrelations/,2026-06-22
2026-politicsandinternationalrelations-FY,2026,Politics and International Relations with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicsandinternationalrelations/#foundationyear,2026-06-22
2026-L000-UG,2026,Politics and Sociology,Undergraduate,Vacancies,L000,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicsandsociology/,2026-06-22
2026-politicsandsociology-FY,2026,Politics and Sociology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicsandsociology/#foundationyear,2026-06-22
2026-LL14-UG,2026,Politics with Economics,Undergraduate,Vacancies,LL14,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicswitheconomics/,2026-06-22
2026-politicswitheconomics-FY,2026,Politics with Economics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politicswitheconomics/#foundationyear,2026-06-22
2026-politics-FY,2026,Politics with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/politics/#foundationyear,2026-06-22
2026-C800-UG,2026,Psychology,Undergraduate,Vacancies,C800,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychology/,2026-06-22
2026-CX85-UG,2026,Psychology in Education,Undergraduate,Vacancies,CX85,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologyineducation/,2026-06-22
2026-psychologyineducation-FY,2026,Psychology in Education with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologyineducation/#foundationyear,2026-06-22
2026-C8B9-UG,2026,Psychology with Counselling,Undergraduate,Vacancies,C8B9,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithcounselling/,2026-06-22
2026-psychologywithcounselling-FY,2026,Psychology with Counselling with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithcounselling/#foundationyear,2026-06-22
2026-C8M1-UG,2026,Psychology with Criminology,Undergraduate,Vacancies,C8M1,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithcriminology/,2026-06-22
2026-psychologywithcriminology-FY,2026,Psychology with Criminology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithcriminology/#foundationyear,2026-06-22
2026-psychology-FY,2026,Psychology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychology/#foundationyear,2026-06-22
2026-C1CV-UG,2026,Psychology with Human Biology,Undergraduate,Vacancies,C1CV,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithhumanbiology/,2026-06-22
2026-psychologywithhumanbiology-FY,2026,Psychology with Human Biology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithhumanbiology/#foundationyear,2026-06-22
2026-C832-UG,2026,Psychology with Neuroscience,Undergraduate,Vacancies,C832,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithneuroscience/,2026-06-22
2026-psychologywithneuroscience-FY,2026,Psychology with Neuroscience with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithneuroscience/#foundationyear,2026-06-22
2026-C8V5-UG,2026,Psychology with Philosophy,Undergraduate,Vacancies,C8V5,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithphilosophy/,2026-06-22
2026-psychologywithphilosophy-FY,2026,Psychology with Philosophy with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithphilosophy/#foundationyear,2026-06-22
2026-C805-UG,2026,Psychology with Placement Year,Undergraduate,Vacancies,C805,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithplacementyear/,2026-06-22
2026-psychologywithplacementyear-FY,2026,Psychology with Placement Year with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithplacementyear/#foundationyear,2026-06-22
2026-C8L3-UG,2026,Psychology with Sociology,Undergraduate,Vacancies,C8L3,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithsociology/,2026-06-22
2026-psychologywithsociology-FY,2026,Psychology with Sociology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/psychologywithsociology/#foundationyear,2026-06-22
2026-B821-UG,2026,Radiography (Diagnostic Imaging),Undergraduate,Full,B821,120 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/radiographydiagnosticimaging/,2026-06-22
2026-radiographydiagnosticimaging-FY,2026,Radiography (Diagnostic Imaging) with Foundation Year,Foundation year,Waiting list,,96 UCAS tariff points,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/radiographydiagnosticimaging/#foundationyear,2026-06-22
2026-B900-UG,2026,Rehabilitation and Exercise Science,Undergraduate,Vacancies,B900,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/rehabilitationandexercisescience/,2026-06-22
2026-rehabilitationandexercisescience-FY,2026,Rehabilitation and Exercise Science with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/rehabilitationandexercisescience/#foundationyear,2026-06-22
2026-L400-UG,2026,Social Sciences,Undergraduate,Vacancies,L400,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/socialsciences/,2026-06-22
2026-socialsciences-FY,2026,Social Sciences with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/socialsciences/#foundationyear,2026-06-22
2026-L500-UG,2026,Social Work,Undergraduate,Waiting list,L500,96 UCAS tariff points,BA (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/socialwork/,2026-06-22
2026-socialwork-FY,2026,Social Work with Foundation Year,Foundation year,Vacancies,,40 UCAS tariff points,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/socialwork/#foundationyear,2026-06-22
2026-L30L-UG,2026,Sociology,Undergraduate,Vacancies,L30L,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sociology/,2026-06-22
2026-sociology-FY,2026,Sociology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sociology/#foundationyear,2026-06-22
2026-B620-UG,2026,Speech and Language Therapy with Integrated Master's (pre-registration),Undergraduate,Limited vacancies,B620,120 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/speech-language-therapy-prereg/,2026-06-22
2026-speech-language-therapy-prereg-FY,2026,Speech and Language Therapy with Integrated Master's (pre-registration) with Foundation Year,Foundation year,Waiting list,,56 UCAS tariff points,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/speech-language-therapy-prereg/#foundationyear,2026-06-22
2026-C813-UG,2026,Sport and Exercise Psychology,Undergraduate,Vacancies,C813,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportandexercisepsychology/,2026-06-22
2026-sportandexercisepsychology-FY,2026,Sport and Exercise Psychology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportandexercisepsychology/#foundationyear,2026-06-22
2026-C600-UG,2026,Sport and Exercise Science,Undergraduate,Vacancies,C600,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportandexercisescience/,2026-06-22
2026-sportandexercisescience-FY,2026,Sport and Exercise Science with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportandexercisescience/#foundationyear,2026-06-22
2026-sportsbusinessmanagement-UG,2026,Sports Business Management,Undergraduate,Vacancies,,64 UCAS tariff points,Undergraduate course,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportsbusinessmanagement/,2026-06-22
2026-sportsbusinessmanagement-FY,2026,Sports Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sportsbusinessmanagement/#foundationyear,2026-06-22
2026-FD84-UG,2026,Sustainability and Environmental Management,Undergraduate,Vacancies,FD84,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sustainabilityandenvironmentalmanagement/,2026-06-22
2026-sustainabilityandenvironmentalmanagement-FY,2026,Sustainability and Environmental Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/sustainabilityandenvironmentalmanagement/#foundationyear,2026-06-22
2026-D100-UG,2026,Veterinary Medicine and Surgery,Undergraduate,Full,D100,See entry requirements,BVetMS,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/veterinarymedicineandsurgery/,2026-06-22
2026-veterinarymedicineandsurgery-FY,2026,Veterinary Medicine and Surgery with Foundation Year,Foundation year,Full,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/veterinarymedicineandsurgery/#foundationyear,2026-06-22
2026-C300-UG,2026,Zoology,Undergraduate,Vacancies,C300,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/zoology/,2026-06-22
2026-zoology-FY,2026,Zoology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/zoology/#foundationyear,2026-06-22
2026-zoologywithintegratedmasters-UG,2026,Zoology with Integrated Master's,Undergraduate,Vacancies,,64 UCAS tariff points,Undergraduate course,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/zoologywithintegratedmasters/,2026-06-22
2026-zoologywithintegratedmasters-FY,2026,Zoology with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/zoologywithintegratedmasters/#foundationyear,2026-06-22
